cve_id,description,cwe,vendors,products,cvss_base_score,cvss_exploitability_score,cvss_impact_score,attackVector,attackComplexity,privilegesRequired,userInteraction,scope,confidentialityImpact,integrityImpact,availabilityImpact,published,modified,is_exploited
CVE-2021-200414,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 3.8. Exploitation in the wild has not been confirmed.,CWE-20,Oracle;VMware,Database Server;Linux Kernel;Office,3.8064074763062203,3.0918132150514825,3.658642595300879,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2021-05-08T01:41Z,2021-07-21T15:22Z,0
CVE-2019-205556,Vulnerability in product allows CWE-287 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.1. Exploitation in the wild has not been confirmed.,CWE-287,Google;VMware,Chrome,7.146823392667784,4.796697394748127,6.217937717398895,NETWORK,HIGH,HIGH,REQUIRED,CHANGED,HIGH,LOW,HIGH,2019-11-22T03:24Z,2019-05-09T06:09Z,0
CVE-2021-201393,Vulnerability in product allows CWE-787 with ADJACENT access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 0.5. Exploitation in the wild has not been confirmed.,CWE-787,Oracle,Database Server;VPN Appliance,0.5395747063341716,0.0,0.0,ADJACENT,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2021-04-26T03:05Z,2021-07-02T09:12Z,0
CVE-2022-205169,Vulnerability in product allows CWE-200 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 3.0. Exploitation in the wild has not been confirmed.,CWE-200,Cisco;SAP,CMS;Chrome;VPN Appliance,2.955130432298313,1.5225619337968528,3.681085033269717,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2022-06-06T01:26Z,2022-06-23T03:51Z,0
CVE-2022-203157,Vulnerability in product allows CWE-20 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 1.8. Exploitation in the wild has not been confirmed.,CWE-20,Apple,Acrobat Reader;Linux Kernel;Safari,1.8271706211791758,0.5759288142517247,0.0015629869180353584,ADJACENT,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,NONE,2022-04-07T10:34Z,2022-04-12T16:16Z,0
CVE-2022-201766,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 0.8. Exploitation in the wild has not been confirmed.,CWE-79,Apple,Android;Safari,0.8445264481886605,0.2317067042168468,1.0269333767677917,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,2022-07-17T14:57Z,2022-07-04T02:50Z,0
CVE-2022-204683,Vulnerability in product allows CWE-787 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.4. Exploitation in the wild has not been confirmed.,CWE-787,SAP,Database Server;Linux Kernel,6.396610376091978,4.922482198205648,5.190135504017354,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2022-06-08T16:20Z,2022-04-07T18:33Z,0
CVE-2020-203770,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.3. Exploitation in the wild has not been confirmed.,CWE-20,IBM;Microsoft,CMS;Web Browser,5.330633950530454,5.946539182510303,5.087843147932979,LOCAL,LOW,LOW,NONE,CHANGED,LOW,NONE,HIGH,2020-10-11T01:23Z,2020-01-01T23:57Z,0
CVE-2021-206283,Vulnerability in product allows CWE-787 with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.7. Exploitation in the wild has not been confirmed.,CWE-787,Microsoft;Oracle,Acrobat Reader;CMS;Linux Kernel,4.737543380279726,4.807152272525357,4.066360524739435,PHYSICAL,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2021-09-29T10:42Z,2021-05-17T01:13Z,0
CVE-2018-206411,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 2.3. Exploitation in the wild has not been confirmed.,CWE-352,Microsoft,Java SE;Office;Safari,2.308282265428191,1.0544429245235156,2.9895725602940217,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2018-04-18T04:57Z,2018-01-31T01:36Z,0
CVE-2023-200761,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.0. Exploitation in the wild has not been confirmed.,CWE-200,Oracle,Office,2.965202180080553,1.635777957705872,2.777160389954822,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,HIGH,2023-10-27T12:21Z,2023-10-13T22:16Z,0
CVE-2022-207861,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.5. Exploitation in the wild has not been confirmed.,CWE-79,Microsoft;VMware,VPN Appliance,6.497639433923172,3.953671450030459,4.909084630969874,NETWORK,LOW,HIGH,NONE,CHANGED,LOW,HIGH,NONE,2022-02-09T16:03Z,2022-02-07T15:41Z,0
CVE-2019-200926,Vulnerability in product allows CWE-476 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 2.3. Exploitation in the wild has not been confirmed.,CWE-476,Google;SAP,Safari,2.276580151148704,1.378933107983222,1.6523028796071797,ADJACENT,LOW,LOW,NONE,CHANGED,LOW,NONE,NONE,2019-09-20T02:12Z,2019-12-16T13:03Z,0
CVE-2021-200727,Vulnerability in product allows CWE-119 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.2. Exploitation in the wild has not been confirmed.,CWE-119,Linux,Acrobat Reader;Web Browser;iOS,7.186821707705199,6.460933902939821,8.371196500514756,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,NONE,LOW,LOW,2021-08-06T00:31Z,2021-03-19T03:51Z,0
CVE-2023-207907,Vulnerability in product allows CWE-352 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.5. Exploitation in the wild has not been confirmed.,CWE-352,Apple;Linux,Database Server;Linux Kernel;iOS,5.5027208662069675,4.018855501666153,7.382744556865053,ADJACENT,HIGH,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2023-05-26T06:38Z,2023-08-22T14:16Z,0
CVE-2019-208431,Vulnerability in product allows CWE-476 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 1.9. Exploitation in the wild has not been confirmed.,CWE-476,IBM,Safari,1.8968967278865452,0.0,0.0,PHYSICAL,HIGH,LOW,NONE,UNCHANGED,LOW,NONE,LOW,2019-08-04T12:34Z,2019-09-09T22:28Z,0
CVE-2021-200951,Vulnerability in product allows CWE-787 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 4.3. Exploitation in the wild has not been confirmed.,CWE-787,Adobe;Cisco,CMS,4.250584201717723,3.2617379853770556,3.237076898230104,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,LOW,LOW,NONE,2021-12-04T23:35Z,2021-07-19T09:26Z,0
CVE-2023-207169,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.4. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe,Chrome;Windows,7.4412676755543155,4.832068517481961,6.950420157427715,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,HIGH,NONE,2023-12-19T02:18Z,2023-02-20T02:12Z,0
CVE-2020-209308,Vulnerability in product allows CWE-79 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-79,Cisco,Exchange Server,4.1288988495053065,2.7702325824237373,3.005541301328536,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,NONE,2020-07-12T16:53Z,2020-12-05T00:48Z,0
CVE-2019-200737,Vulnerability in product allows CWE-787 with PHYSICAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-787,Google;Linux,CMS;Web Browser;Windows,6.619876410271292,4.806528975324495,5.324653363426194,PHYSICAL,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,LOW,LOW,2019-03-23T22:57Z,2019-11-08T01:32Z,0
CVE-2023-203301,Vulnerability in product allows CWE-200 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.2. Exploitation in the wild has not been confirmed.,CWE-200,Linux,Acrobat Reader;CMS;iOS,5.18028581016729,4.004072842880366,4.3702590027831505,PHYSICAL,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,NONE,2023-04-08T21:46Z,2023-04-02T15:57Z,0
CVE-2023-202410,Vulnerability in product allows CWE-79 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.0. Exploitation in the wild has not been confirmed.,CWE-79,Microsoft;VMware,iOS,5.9685829797973975,3.399284139519458,4.772147510722567,ADJACENT,HIGH,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2023-02-05T20:26Z,2023-11-04T16:18Z,0
CVE-2022-204441,Vulnerability in product allows CWE-287 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 5.7. Exploitation in the wild has not been confirmed.,CWE-287,Linux,Android;CMS;Java SE,5.706512733146472,4.305932964341828,4.981081342343356,LOCAL,HIGH,HIGH,NONE,UNCHANGED,NONE,LOW,HIGH,2022-01-09T14:09Z,2022-01-02T00:39Z,0
CVE-2019-208225,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-20,Cisco;SAP,Chrome;Linux Kernel;Windows,6.5516859370278215,3.7616793393252568,6.758892500120432,NETWORK,HIGH,HIGH,REQUIRED,UNCHANGED,HIGH,NONE,LOW,2019-08-09T01:34Z,2019-12-07T05:23Z,0
CVE-2020-201650,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Cisco;VMware,Office,6.247233320103797,5.1026854421553,5.604273564568093,NETWORK,LOW,LOW,NONE,CHANGED,LOW,NONE,HIGH,2020-06-14T10:51Z,2020-11-04T05:06Z,0
CVE-2018-205933,Vulnerability in product allows CWE-352 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 3.2. Exploitation in the wild has not been confirmed.,CWE-352,Cisco,VPN Appliance,3.1910897597490635,1.5306317753860197,3.1789739217674935,NETWORK,HIGH,HIGH,NONE,UNCHANGED,LOW,LOW,HIGH,2018-05-25T18:23Z,2018-11-18T03:02Z,0
CVE-2019-204439,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,CWE-476,IBM;VMware,VPN Appliance,6.316053050175107,3.8482939819399276,5.4879412104611065,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,LOW,LOW,2019-04-07T05:15Z,2019-05-01T18:17Z,0
CVE-2018-201746,Vulnerability in product allows CWE-119 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.4. Exploitation in the wild has not been confirmed.,CWE-119,Google;SAP,Database Server;Office;Windows,6.42782766098165,4.376857635397507,5.425507290602921,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,LOW,HIGH,NONE,2018-12-02T18:58Z,2018-11-29T22:24Z,0
CVE-2020-208682,Vulnerability in product allows CWE-476 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-476,Cisco;VMware,CMS;Linux Kernel;Office,2.518413385662915,0.22563498586837882,2.481278997215038,NETWORK,LOW,LOW,NONE,CHANGED,NONE,LOW,LOW,2020-01-22T16:21Z,2020-09-25T23:55Z,0
CVE-2022-204885,Vulnerability in product allows CWE-787 with PHYSICAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.9. Exploitation in the wild has not been confirmed.,CWE-787,Oracle,Android;Linux Kernel,5.9119572493589985,3.3063098459081486,5.20929724386653,PHYSICAL,LOW,HIGH,REQUIRED,UNCHANGED,LOW,HIGH,NONE,2022-05-13T12:52Z,2022-08-01T18:08Z,0
CVE-2023-202184,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-476,IBM;SAP,Android;Exchange Server;iOS,6.643642299326682,5.056614983813535,4.8758200776178615,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,LOW,HIGH,2023-02-08T14:08Z,2023-03-16T17:52Z,0
CVE-2022-204519,Vulnerability in product allows CWE-787 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 2.6. Exploitation in the wild has not been confirmed.,CWE-787,Linux,Android,2.645599545919228,1.7214054505037055,2.8879529814121905,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,HIGH,2022-01-21T21:13Z,2022-02-25T03:13Z,0
CVE-2018-206950,Vulnerability in product allows CWE-22 with PHYSICAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.3. Exploitation in the wild has not been confirmed.,CWE-22,Adobe;Google,Android;VPN Appliance,5.306488902976369,5.663613568562495,4.349386600652427,PHYSICAL,HIGH,NONE,REQUIRED,CHANGED,LOW,NONE,LOW,2018-12-13T23:06Z,2018-09-24T21:10Z,0
CVE-2018-204955,Vulnerability in product allows CWE-89 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 7.0. Exploitation in the wild has not been confirmed.,CWE-89,Cisco,Android;Linux Kernel;iOS,6.979768851519993,5.5562384826685,5.934130247796679,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,2018-12-20T03:14Z,2018-04-05T09:46Z,0
CVE-2023-204999,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.7. Exploitation in the wild has not been confirmed.,CWE-287,IBM;VMware,Android;CMS,7.701671438367907,7.953952658088959,8.350510765642497,NETWORK,LOW,HIGH,REQUIRED,CHANGED,HIGH,LOW,NONE,2023-10-23T09:10Z,2023-07-31T15:01Z,0
CVE-2020-207030,Vulnerability in product allows CWE-476 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.4. Exploitation in the wild has not been confirmed.,CWE-476,Cisco;Microsoft,Chrome;Web Browser;Windows,4.372641978121313,5.34677641355605,2.8713544308923513,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2020-07-03T09:47Z,2020-04-05T18:41Z,0
CVE-2021-100150,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.3. This issue has been observed exploited in the wild.,CWE-79,Cisco;IBM,Database Server;iOS,7.309979250236396,9.02011965477539,7.31426888184259,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,2021-07-27T15:04Z,2021-04-29T04:41Z,1
CVE-2021-202204,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-89,Cisco;VMware,Exchange Server,6.612493640153545,6.452939303350336,4.058301675931763,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,HIGH,NONE,2021-01-30T16:16Z,2021-03-14T19:39Z,0
CVE-2022-205274,Vulnerability in product allows CWE-200 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 3.1. Exploitation in the wild has not been confirmed.,CWE-200,VMware,Java SE,3.1073211677745847,1.0323371419332346,2.08878494021541,NETWORK,HIGH,HIGH,NONE,UNCHANGED,LOW,NONE,LOW,2022-01-30T22:06Z,2022-09-22T01:18Z,0
CVE-2022-201486,Vulnerability in product allows CWE-352 with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.5. Exploitation in the wild has not been confirmed.,CWE-352,Adobe,Database Server;VPN Appliance,6.537678594847038,6.3381479380600005,7.376193143559544,PHYSICAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,HIGH,2022-10-12T01:00Z,2022-11-26T05:05Z,0
CVE-2019-203151,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Google;SAP,Acrobat Reader;Linux Kernel,6.6913667465132525,4.951326042524951,5.944921600015689,NETWORK,LOW,LOW,REQUIRED,CHANGED,HIGH,LOW,NONE,2019-05-29T06:38Z,2019-07-14T23:01Z,0
CVE-2023-205012,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 4.4. Exploitation in the wild has not been confirmed.,CWE-20,Apple,Android;iOS,4.377215079027603,2.2781560952671347,3.89657033579681,NETWORK,HIGH,HIGH,NONE,UNCHANGED,NONE,HIGH,NONE,2023-04-07T10:50Z,2023-11-26T07:56Z,0
CVE-2022-201659,Vulnerability in product allows NVD-CWE-noinfo with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.6. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe;Oracle,Linux Kernel,5.562842320592724,4.592746170753693,4.972289147512977,PHYSICAL,HIGH,LOW,NONE,UNCHANGED,HIGH,NONE,LOW,2022-03-21T12:45Z,2022-05-11T19:31Z,0
CVE-2019-203417,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.3. Exploitation in the wild has not been confirmed.,CWE-89,Adobe;IBM,Database Server,3.254445118364295,2.2394261612387663,2.62683816103673,LOCAL,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2019-05-20T18:49Z,2019-05-26T15:27Z,0
CVE-2019-205513,Vulnerability in product allows CWE-200 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.9. Exploitation in the wild has not been confirmed.,CWE-200,Adobe;Linux,CMS;Database Server;iOS,5.870152207298065,6.941316456505259,7.0163920062242155,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2019-01-13T01:07Z,2019-02-19T04:52Z,0
CVE-2018-205458,Vulnerability in product allows CWE-476 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 9.6. Exploitation in the wild has not been confirmed.,CWE-476,Linux;SAP,Exchange Server;Web Browser,9.566561035858449,6.450348055613813,9.709516181332825,PHYSICAL,HIGH,LOW,REQUIRED,CHANGED,HIGH,LOW,NONE,2018-09-16T15:57Z,2018-02-01T03:36Z,0
CVE-2022-201824,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.7. Exploitation in the wild has not been confirmed.,CWE-352,Adobe,iOS,5.663768461839906,2.7940390986182537,4.939820049825462,NETWORK,LOW,LOW,REQUIRED,CHANGED,NONE,HIGH,LOW,2022-04-12T15:56Z,2022-11-29T21:31Z,0
